ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10365938,HZ101817,01/02/2016 04:08:00 PM,079XX S WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,DRUG STORE,false,false,0835,008,18,70,26,1161754,1852117,2016,01/10/2016 08:46:55 AM,41.749876545,-87.682838316,"(41.749876545, -87.682838316)"
10366067,HZ101819,01/02/2016 04:07:00 PM,044XX N BROADWAY,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1913,019,46,3,08B,1168469,1929861,2016,01/10/2016 08:46:55 AM,41.963070794,-87.655984213,"(41.963070794, -87.655984213)"
10367954,HZ103291,01/02/2016 04:05:00 PM,001XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,0111,001,42,32,06,,,2016,01/10/2016 08:46:55 AM,,,
10365885,HZ101786,01/02/2016 04:04:00 PM,054XX S SPRINGFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,0822,008,23,62,06,1151296,1868264,2016,01/10/2016 08:46:55 AM,41.79439708,-87.720739884,"(41.79439708, -87.720739884)"
10366150,HZ101824,01/02/2016 04:03:00 PM,014XX S KEDVALE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,APARTMENT,false,false,1011,010,24,29,24,1148949,1892827,2016,01/10/2016 08:46:55 AM,41.861846909,-87.728712456,"(41.861846909, -87.728712456)"
10366639,HZ102644,01/02/2016 04:00:00 PM,067XX S CAMPBELL AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,false,true,0832,008,15,66,04B,1160868,1859985,2016,01/10/2016 08:46:55 AM,41.771485834,-87.685868013,"(41.771485834, -87.685868013)"
10365933,HZ101830,01/02/2016 04:00:00 PM,011XX S CLARK ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,false,true,0123,001,2,32,26,1175696,1895352,2016,01/10/2016 08:46:55 AM,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
10366035,HZ101965,01/02/2016 04:00:00 PM,007XX N TRUMBULL AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,1121,011,27,23,07,1153247,1904674,2016,01/10/2016 08:46:55 AM,41.894272184,-87.71262058,"(41.894272184, -87.71262058)"
10366128,HZ102110,01/02/2016 04:00:00 PM,045XX S TALMAN AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,false,false,0922,009,12,58,26,1159464,1874390,2016,01/10/2016 08:46:55 AM,41.811043995,-87.690619878,"(41.811043995, -87.690619878)"
10366228,HZ102130,01/02/2016 04:00:00 PM,045XX S WOODLAWN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0222,002,4,39,26,1185009,1875205,2016,01/10/2016 08:46:55 AM,41.812717955,-87.596898035,"(41.812717955, -87.596898035)"
10366261,HZ102238,01/02/2016 04:00:00 PM,026XX N BURLING ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1935,019,43,7,05,1170814,1918000,2016,01/10/2016 08:46:55 AM,41.930472581,-87.647711379,"(41.930472581, -87.647711379)"
10366612,HZ101807,01/02/2016 04:00:00 PM,073XX S HARVARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0731,007,17,69,08B,,,2016,01/10/2016 08:46:55 AM,,,
10368408,HZ103265,01/02/2016 04:00:00 PM,014XX N ASTOR ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1824,018,43,8,06,,,2016,01/10/2016 08:46:55 AM,,,
10365922,HZ101777,01/02/2016 03:56:00 PM,064XX S EVANS AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0312,003,20,42,08A,1182328,1862419,2016,01/10/2016 08:46:55 AM,41.777694703,-87.607128049,"(41.777694703, -87.607128049)"
10365962,HZ101784,01/02/2016 03:52:00 PM,047XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0223,002,4,38,06,1182389,1873821,2016,01/10/2016 08:46:55 AM,41.808981361,-87.606551046,"(41.808981361, -87.606551046)"
10365919,HZ101780,01/02/2016 03:45:00 PM,064XX S GREENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0314,003,20,42,08B,1184495,1862622,2016,01/10/2016 08:46:55 AM,41.778201262,-87.599177537,"(41.778201262, -87.599177537)"
10365887,HZ101765,01/02/2016 03:45:00 PM,027XX W 63RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CURRENCY EXCHANGE,false,false,0825,008,15,66,14,1158977,1862755,2016,01/10/2016 08:46:55 AM,41.779125969,-87.692724188,"(41.779125969, -87.692724188)"
10365996,HZ101820,01/02/2016 03:45:00 PM,109XX S DOTY AVE W,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0513,005,9,50,06,1185440,1832668,2016,01/10/2016 08:46:55 AM,41.695982095,-87.596653142,"(41.695982095, -87.596653142)"
10365995,HZ101857,01/02/2016 03:40:00 PM,011XX W 47TH ST,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,PARKING LOT/GARAGE(NON.RESID.),true,true,0933,009,3,61,04B,1169416,1873629,2016,01/10/2016 08:46:55 AM,41.80874569,-87.65413879,"(41.80874569, -87.65413879)"
10365907,HZ101785,01/02/2016 03:40:00 PM,020XX N KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2522,025,30,20,08B,1148051,1913307,2016,01/10/2016 08:46:55 AM,41.918063579,-87.731481589,"(41.918063579, -87.731481589)"
10365881,HZ101788,01/02/2016 03:33:00 PM,017XX N MONITOR AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,2531,025,29,25,18,1137152,1911278,2016,01/10/2016 08:46:55 AM,41.912698673,-87.771574537,"(41.912698673, -87.771574537)"
10365935,HZ101791,01/02/2016 03:30:00 PM,014XX S MUSEUM CAMPUS DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,true,true,0132,001,2,33,08B,1179980,1893590,2016,01/10/2016 08:46:55 AM,41.863284461,-87.614780128,"(41.863284461, -87.614780128)"
10365878,HZ101775,01/02/2016 03:30:00 PM,085XX S RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0613,006,21,71,14,1169814,1848138,2016,01/10/2016 08:46:55 AM,41.73878661,-87.653418179,"(41.73878661, -87.653418179)"
10365912,HZ101767,01/02/2016 03:30:00 PM,008XX N TRUMBULL AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1121,011,27,23,18,1153226,1905387,2016,01/10/2016 08:46:55 AM,41.896229142,-87.712678764,"(41.896229142, -87.712678764)"
10365944,HZ101885,01/02/2016 03:30:00 PM,015XX N CLYBOURN AVE,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,false,false,1822,018,27,8,06,1171167,1910123,2016,01/10/2016 08:46:55 AM,41.908849952,-87.646645976,"(41.908849952, -87.646645976)"
10365999,HZ101773,01/02/2016 03:30:00 PM,015XX S PULASKI RD,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,1014,010,24,29,06,1149969,1892126,2016,01/10/2016 08:46:55 AM,41.859903508,-87.724986405,"(41.859903508, -87.724986405)"
10366076,HZ102007,01/02/2016 03:30:00 PM,0000X W RANDOLPH ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0111,001,42,32,06,1176157,1901285,2016,01/10/2016 08:46:55 AM,41.884486956,-87.628581948,"(41.884486956, -87.628581948)"
10365949,HZ101810,01/02/2016 03:28:00 PM,081XX S HARVARD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,0622,006,21,44,15,1175372,1850949,2016,01/10/2016 08:46:55 AM,41.746378048,-87.632971032,"(41.746378048, -87.632971032)"
10365961,HZ101815,01/02/2016 03:27:00 PM,041XX W WEST END AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1114,011,28,26,06,1148812,1900653,2016,01/10/2016 08:46:55 AM,41.883325012,-87.729013107,"(41.883325012, -87.729013107)"
10365967,HZ101840,01/02/2016 03:20:00 PM,021XX W 23RD PL,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1034,010,25,31,06,1162455,1888390,2016,01/10/2016 08:46:55 AM,41.849399638,-87.679258111,"(41.849399638, -87.679258111)"
10365890,HZ101735,01/02/2016 03:15:00 PM,0000X N STATE ST,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,false,false,0112,001,42,32,06,1176364,1900524,2016,01/10/2016 08:46:55 AM,41.882394062,-87.627844798,"(41.882394062, -87.627844798)"
10365946,HZ101875,01/02/2016 03:10:00 PM,007XX S COLUMBUS DR,0810,THEFT,OVER $500,STREET,false,false,0114,001,2,32,06,1178369,1897078,2016,01/10/2016 08:46:55 AM,41.872892586,-87.620587588,"(41.872892586, -87.620587588)"
10365965,HZ101739,01/02/2016 03:00:00 PM,008XX S INDEPENDENCE BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,1133,011,24,26,06,1151229,1895983,2016,01/10/2016 08:46:55 AM,41.87046297,-87.720260149,"(41.87046297, -87.720260149)"
10366108,HZ101737,01/02/2016 03:00:00 PM,062XX N LINCOLN AVE,0460,BATTERY,SIMPLE,DEPARTMENT STORE,false,false,1711,017,50,13,08B,1152477,1941288,2016,01/10/2016 08:46:55 AM,41.994758989,-87.7144777,"(41.994758989, -87.7144777)"
10366204,HZ102171,01/02/2016 03:00:00 PM,027XX S KILDARE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1031,010,22,30,05,1148167,1885474,2016,01/10/2016 08:46:55 AM,41.841684414,-87.731772165,"(41.841684414, -87.731772165)"
10367350,HZ103389,01/02/2016 03:00:00 PM,014XX N KILPATRICK AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2533,025,37,25,06,1144789,1909261,2016,01/10/2016 08:46:55 AM,41.907023125,-87.743568707,"(41.907023125, -87.743568707)"
10367416,HZ103505,01/02/2016 03:00:00 PM,018XX W HUBBARD ST,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,false,false,1221,012,26,24,05,1164115,1903121,2016,01/10/2016 08:46:55 AM,41.889787944,-87.672749662,"(41.889787944, -87.672749662)"
10372418,HZ108282,01/02/2016 03:00:00 PM,002XX E HURON ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,1834,018,42,8,06,,,2016,01/10/2016 08:46:55 AM,,,
10367698,HZ103613,01/02/2016 03:00:00 PM,014XX W BELMONT AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,1933,019,32,6,05,1166091,1921343,2016,01/10/2016 08:46:55 AM,41.939748274,-87.664971458,"(41.939748274, -87.664971458)"
10365854,HZ101722,01/02/2016 03:00:00 PM,008XX N MENARD AVE,0460,BATTERY,SIMPLE,STREET,false,false,1511,015,29,25,08B,1137550,1904835,2016,01/10/2016 08:46:55 AM,41.895011135,-87.770267727,"(41.895011135, -87.770267727)"
10365868,HZ101709,01/02/2016 03:00:00 PM,058XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1511,015,29,25,08A,1137408,1904749,2016,01/10/2016 08:46:55 AM,41.894777696,-87.770791335,"(41.894777696, -87.770791335)"
10365952,HZ101728,01/02/2016 03:00:00 PM,064XX S MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0725,007,15,67,06,1166430,1862069,2016,01/10/2016 08:46:55 AM,41.777087889,-87.665420219,"(41.777087889, -87.665420219)"
10365959,HZ101894,01/02/2016 03:00:00 PM,024XX W POLK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1135,011,2,28,07,1160294,1896300,2016,01/10/2016 08:46:55 AM,41.871150365,-87.686970698,"(41.871150365, -87.686970698)"
10365882,HZ101741,01/02/2016 02:55:00 PM,001XX N STATE ST,0810,THEFT,OVER $500,TAXICAB,false,false,0111,001,42,32,06,1176352,1900918,2016,01/10/2016 08:46:55 AM,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
10365929,HZ101796,01/02/2016 02:50:00 PM,026XX E 78TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0421,004,7,43,08B,1195409,1853765,2016,01/10/2016 08:46:55 AM,41.753634383,-87.559459234,"(41.753634383, -87.559459234)"
10365897,HZ101793,01/02/2016 02:45:00 PM,028XX N LAKE SHORE DR,0810,THEFT,OVER $500,STREET,false,false,1934,019,44,6,06,1173937,1918921,2016,01/10/2016 08:46:55 AM,41.932930738,-87.636207661,"(41.932930738, -87.636207661)"
10365891,HZ101747,01/02/2016 02:44:00 PM,006XX W 69TH ST,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,true,false,0732,007,6,68,26,1172904,1859130,2016,01/10/2016 08:46:55 AM,41.768882496,-87.641773346,"(41.768882496, -87.641773346)"
10365921,HZ101692,01/02/2016 02:36:00 PM,004XX E 61ST ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0313,003,20,42,03,1180053,1864658,2016,01/10/2016 08:46:55 AM,41.783891154,-87.615399623,"(41.783891154, -87.615399623)"
10365893,HZ101686,01/02/2016 02:35:00 PM,036XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0912,009,11,59,08B,1164948,1880535,2016,01/10/2016 08:46:55 AM,41.827792249,-87.670331037,"(41.827792249, -87.670331037)"
10366574,HZ102679,01/02/2016 02:30:00 PM,001XX N STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0111,001,42,32,06,1176332,1901600,2016,01/10/2016 08:46:55 AM,41.885347387,-87.627929824,"(41.885347387, -87.627929824)"
10365848,HZ101700,01/02/2016 02:30:00 PM,014XX W 87TH ST,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,true,false,2222,022,21,71,08A,1168370,1847058,2016,01/10/2016 08:46:55 AM,41.73585412,-87.658739723,"(41.73585412, -87.658739723)"
10366101,HZ102051,01/02/2016 02:30:00 PM,023XX N HAMLIN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2525,025,35,22,05,1150660,1915227,2016,01/10/2016 08:46:55 AM,41.923281588,-87.721845598,"(41.923281588, -87.721845598)"
10369121,HZ101726,01/02/2016 02:23:00 PM,008XX W 59TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0712,007,16,68,08B,,,2016,01/10/2016 08:46:55 AM,,,
10365879,HZ101691,01/02/2016 02:20:00 PM,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1232,012,2,28,06,1168933,1898798,2016,01/10/2016 08:46:55 AM,41.877822179,-87.655181405,"(41.877822179, -87.655181405)"
10365823,HZ101663,01/02/2016 02:15:00 PM,055XX W CORTEZ ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,true,false,1524,015,37,25,18,1139058,1906450,2016,01/10/2016 08:46:55 AM,41.899415602,-87.764689843,"(41.899415602, -87.764689843)"
10365847,HZ101671,01/02/2016 02:15:00 PM,050XX W MONROE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1533,015,28,25,18,1142430,1899183,2016,01/10/2016 08:46:55 AM,41.879412082,-87.752485042,"(41.879412082, -87.752485042)"
10365895,HZ101783,01/02/2016 02:13:00 PM,001XX N STATE ST,1330,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,false,false,0111,001,42,32,26,1176352,1900927,2016,01/10/2016 08:46:55 AM,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
10365990,HZ101880,01/02/2016 02:10:00 PM,049XX N LAWNDALE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1712,017,39,14,26,1150830,1932553,2016,01/10/2016 08:46:55 AM,41.970822133,-87.72076597,"(41.970822133, -87.72076597)"
10365849,HZ101662,01/02/2016 02:10:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0111,001,42,32,06,1176352,1900927,2016,01/10/2016 08:46:55 AM,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
10365942,HZ101667,01/02/2016 02:10:00 PM,061XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0825,008,15,66,08B,1159427,1863903,2016,01/10/2016 08:46:55 AM,41.782267032,-87.691042997,"(41.782267032, -87.691042997)"
10365864,HZ101690,01/02/2016 02:06:00 PM,045XX W NORTH AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,true,false,2533,025,37,23,06,1145953,1910249,2016,01/10/2016 08:46:55 AM,41.90971226,-87.73926766,"(41.90971226, -87.73926766)"
10368975,HZ104943,01/02/2016 02:00:00 PM,021XX S TRUMBULL AVE,0810,THEFT,OVER $500,APARTMENT,false,false,1024,010,24,30,06,,,2016,01/10/2016 08:46:55 AM,,,
10365842,HZ101650,01/02/2016 02:00:00 PM,079XX S INGLESIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,true,0624,006,8,44,14,1183937,1852630,2016,01/10/2016 08:46:55 AM,41.7507953,-87.601534808,"(41.7507953, -87.601534808)"
10365898,HZ101738,01/02/2016 02:00:00 PM,056XX W FULLERTON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,false,false,2515,025,30,19,11,1139111,1915411,2016,01/10/2016 08:46:55 AM,41.924004653,-87.7642768,"(41.924004653, -87.7642768)"
10365947,HZ101895,01/02/2016 02:00:00 PM,002XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,SIDEWALK,false,false,0114,001,42,32,06,1177257,1901899,2016,01/10/2016 08:46:55 AM,41.886146944,-87.624524028,"(41.886146944, -87.624524028)"
10365948,HZ101637,01/02/2016 02:00:00 PM,058XX S FAIRFIELD AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,0824,008,16,63,04B,1159043,1865731,2016,01/10/2016 08:46:55 AM,41.787291181,-87.692400898,"(41.787291181, -87.692400898)"
10366426,HZ102490,01/02/2016 02:00:00 PM,087XX S MAY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,2222,022,21,71,26,1170180,1846888,2016,01/10/2016 08:46:55 AM,41.735348493,-87.652113479,"(41.735348493, -87.652113479)"
10367710,HZ103731,01/02/2016 02:00:00 PM,109XX S EBERHART AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0513,005,9,49,06,1181518,1832513,2016,01/10/2016 08:46:55 AM,41.695647909,-87.611017643,"(41.695647909, -87.611017643)"
10365871,HZ101668,01/02/2016 01:58:00 PM,011XX N LAWNDALE AVE,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,false,false,1112,011,27,23,26,1151502,1907335,2016,01/10/2016 08:46:55 AM,41.901608695,-87.718959485,"(41.901608695, -87.718959485)"
10365955,HZ101920,01/02/2016 01:50:00 PM,024XX N CANNON DR,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1935,019,43,7,06,1174543,1916591,2016,01/10/2016 08:46:55 AM,41.926523588,-87.634050522,"(41.926523588, -87.634050522)"
10367614,HZ101755,01/02/2016 01:48:00 PM,007XX N MONTICELLO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1112,011,27,23,08B,1151920,1904639,2016,01/10/2016 08:46:55 AM,41.894202381,-87.717495197,"(41.894202381, -87.717495197)"
10373040,HZ108979,01/02/2016 01:41:00 PM,026XX N ORCHARD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,1935,019,43,7,26,,,2016,01/10/2016 08:46:55 AM,,,
10365850,HZ101630,01/02/2016 01:37:00 PM,066XX S BLACKSTONE AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,0321,003,5,42,18,1187336,1861110,2016,01/10/2016 08:46:55 AM,41.773985178,-87.588810444,"(41.773985178, -87.588810444)"
10366314,HZ101656,01/02/2016 01:30:00 PM,078XX S CONSTANCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0414,004,8,43,08B,1189899,1853288,2016,01/10/2016 08:46:55 AM,41.752459682,-87.579666374,"(41.752459682, -87.579666374)"
10365870,HZ101756,01/02/2016 01:30:00 PM,001XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,false,false,0122,001,42,32,14,1175449,1899896,2016,01/10/2016 08:46:55 AM,41.880691384,-87.631223519,"(41.880691384, -87.631223519)"
10366340,HZ101616,01/02/2016 01:30:00 PM,004XX N WABASH AVE,0820,THEFT,$500 AND UNDER,TAXICAB,false,false,1834,018,42,8,06,1176657,1903489,2016,01/10/2016 08:46:55 AM,41.890523566,-87.626679255,"(41.890523566, -87.626679255)"
10365943,HZ101871,01/02/2016 01:30:00 PM,004XX N MICHIGAN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,018,42,8,06,1177329,1903108,2016,01/10/2016 08:46:55 AM,41.88946287,-87.624222942,"(41.88946287, -87.624222942)"
10365802,HZ101622,01/02/2016 01:27:00 PM,075XX S KENWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0411,004,5,43,18,1186515,1855372,2016,01/10/2016 08:46:55 AM,41.758259053,-87.592001315,"(41.758259053, -87.592001315)"
10365900,HZ101746,01/02/2016 01:20:00 PM,068XX S CLYDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,true,0331,003,5,43,26,1191390,1860029,2016,01/10/2016 08:46:55 AM,41.770921563,-87.573984522,"(41.770921563, -87.573984522)"
10366093,HZ101602,01/02/2016 01:20:00 PM,017XX N LOCKWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2532,025,37,25,08B,1140791,1911157,2016,01/10/2016 08:46:55 AM,41.912300454,-87.758208549,"(41.912300454, -87.758208549)"
10365873,HZ101617,01/02/2016 01:20:00 PM,011XX S FRANCISCO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1135,011,28,29,14,1157196,1895033,2016,01/10/2016 08:46:55 AM,41.867737038,-87.698379033,"(41.867737038, -87.698379033)"
10365775,HZ101585,01/02/2016 01:20:00 PM,001XX W 108TH PL,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0513,005,34,49,08A,1177361,1833009,2016,01/10/2016 08:46:55 AM,41.69710366,-87.626222859,"(41.69710366, -87.626222859)"
10365786,HZ101571,01/02/2016 01:15:00 PM,005XX N KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1221,012,27,23,18,1154949,1903392,2016,01/10/2016 08:46:55 AM,41.890720296,-87.706404029,"(41.890720296, -87.706404029)"
10365858,HZ101666,01/02/2016 01:15:00 PM,026XX N HALSTED ST,0810,THEFT,OVER $500,OTHER,false,false,1935,019,43,7,06,1170485,1917862,2016,01/10/2016 08:46:55 AM,41.930101116,-87.648924417,"(41.930101116, -87.648924417)"
10365867,HZ101568,01/02/2016 01:03:00 PM,025XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1931,019,32,7,06,1163883,1917044,2016,01/10/2016 08:46:55 AM,41.927998524,-87.673208159,"(41.927998524, -87.673208159)"
10365886,HZ101800,01/02/2016 01:00:00 PM,063XX W BELMONT AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1633,016,36,17,08A,1133470,1920596,2016,01/10/2016 08:46:55 AM,41.938333745,-87.78488257,"(41.938333745, -87.78488257)"
10365892,HZ101730,01/02/2016 01:00:00 PM,032XX S NORMAL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0915,009,11,60,05,1173052,1888449,2016,01/10/2016 08:46:55 AM,41.849333468,-87.640364302,"(41.849333468, -87.640364302)"
10365957,HZ101618,01/02/2016 01:00:00 PM,020XX W 69TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0735,007,17,67,08B,1163991,1858565,2016,01/10/2016 08:46:55 AM,41.767524072,-87.674459981,"(41.767524072, -87.674459981)"
10365964,HZ101712,01/02/2016 01:00:00 PM,091XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0634,006,6,49,08B,1178318,1844325,2016,01/10/2016 08:46:55 AM,41.728134673,-87.622376784,"(41.728134673, -87.622376784)"
10366024,HZ101925,01/02/2016 01:00:00 PM,097XX S WOODLAWN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0511,005,8,50,14,1185920,1840564,2016,01/10/2016 08:46:55 AM,41.717638391,-87.594647717,"(41.717638391, -87.594647717)"
10366551,HZ102640,01/02/2016 01:00:00 PM,027XX W JACKSON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1125,011,2,27,07,1158157,1898580,2016,01/10/2016 08:46:55 AM,41.877450797,-87.694754151,"(41.877450797, -87.694754151)"
10368902,HZ103424,01/02/2016 01:00:00 PM,030XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,BANK,false,false,1934,019,44,6,14,,,2016,01/10/2016 08:46:55 AM,,,
10365804,HZ101581,01/02/2016 01:00:00 PM,024XX W CONGRESS PKWY,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1135,011,2,28,03,1159911,1897692,2016,01/10/2016 08:46:55 AM,41.87497805,-87.688338431,"(41.87497805, -87.688338431)"
10365880,HZ101694,01/02/2016 01:00:00 PM,026XX W WINDSOR AVE,0810,THEFT,OVER $500,STREET,false,false,1911,019,47,4,06,1158048,1930104,2016,01/10/2016 08:46:55 AM,41.963957259,-87.694291829,"(41.963957259, -87.694291829)"
10365973,HZ101664,01/02/2016 12:45:00 PM,024XX W 34TH ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,0911,009,12,59,05,1160492,1882057,2016,01/10/2016 08:46:55 AM,41.832061995,-87.686637574,"(41.832061995, -87.686637574)"
10365831,HZ101542,01/02/2016 12:40:00 PM,006XX N LATROBE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1524,015,28,25,14,1141251,1903643,2016,01/10/2016 08:46:55 AM,41.891672689,-87.75670416,"(41.891672689, -87.75670416)"
10366317,HZ101538,01/02/2016 12:37:00 PM,132XX S LANGLEY AVE,0460,BATTERY,SIMPLE,APARTMENT,false,true,0533,005,9,54,08B,1183251,1817836,2016,01/10/2016 08:46:55 AM,41.655332085,-87.605126732,"(41.655332085, -87.605126732)"
10365753,HZ101520,01/02/2016 12:34:00 PM,022XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1223,012,2,28,08B,1161450,1900645,2016,01/10/2016 08:46:55 AM,41.883049471,-87.68260565,"(41.883049471, -87.68260565)"
