ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10366825,HZ102779,01/03/2016 01:40:00 PM,001XX N WALLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1512,015,29,25,08B,1138138,1900460,2016,01/10/2016 08:46:55 AM,41.882994967,-87.768213948,"(41.882994967, -87.768213948)"
10366567,HZ102642,01/03/2016 01:39:00 PM,013XX N SEDGWICK ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,true,true,1821,018,27,8,08A,1173398,1909498,2016,01/10/2016 08:46:55 AM,41.907085617,-87.638469005,"(41.907085617, -87.638469005)"
10366649,HZ102807,01/03/2016 01:30:00 PM,0000X E GRAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,1834,018,42,8,11,1176796,1903917,2016,01/10/2016 08:46:55 AM,41.891694878,-87.626155832,"(41.891694878, -87.626155832)"
10366629,HZ102681,01/03/2016 01:30:00 PM,006XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,MOVIE HOUSE/THEATER,false,false,1834,018,42,8,06,1177327,1904307,2016,01/10/2016 08:46:55 AM,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
10366998,HZ102837,01/03/2016 01:30:00 PM,082XX S DANTE AVE,0810,THEFT,OVER $500,STREET,false,false,0411,004,8,45,06,,,2016,01/10/2016 08:46:55 AM,,,
10366543,HZ102625,01/03/2016 01:27:00 PM,006XX W CORNELIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1925,019,46,6,08B,1171095,1923466,2016,01/10/2016 08:46:55 AM,41.945465336,-87.646517851,"(41.945465336, -87.646517851)"
10366570,HZ102608,01/03/2016 01:20:00 PM,023XX S MARSHALL BLVD,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE-GARAGE,false,false,1033,010,12,30,03,1157071,1888356,2016,01/10/2016 08:46:55 AM,41.849417168,-87.699019025,"(41.849417168, -87.699019025)"
10366566,HZ102611,01/03/2016 01:18:00 PM,021XX S ARCHER AVE,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0914,009,25,34,08A,1174997,1890040,2016,01/10/2016 08:46:55 AM,41.853655999,-87.633178377,"(41.853655999, -87.633178377)"
22249,HZ101842,01/03/2016 01:17:00 PM,063XX S STONY ISLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0314,003,20,42,01A,1187960,1863364,2016,01/10/2016 08:46:55 AM,41.780155491,-87.586451255,"(41.780155491, -87.586451255)"
10366527,HZ102618,01/03/2016 01:10:00 PM,038XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1011,010,24,29,18,1150785,1894432,2016,01/10/2016 08:46:55 AM,41.866215538,-87.721930788,"(41.866215538, -87.721930788)"
10366683,HZ102613,01/03/2016 01:10:00 PM,056XX W GOODMAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1622,016,45,11,08B,1137664,1932845,2016,01/10/2016 08:46:55 AM,41.971871521,-87.769172082,"(41.971871521, -87.769172082)"
10368160,HZ104341,01/03/2016 01:07:00 PM,093XX S KENWOOD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,false,false,0413,004,8,47,26,,,2016,01/10/2016 08:46:55 AM,,,
10366564,HZ102622,01/03/2016 01:06:00 PM,055XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1522,015,29,25,08B,1139414,1898781,2016,01/10/2016 08:46:55 AM,41.87836442,-87.763569276,"(41.87836442, -87.763569276)"
10366526,HZ102595,01/03/2016 01:05:00 PM,028XX W CHICAGO AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1221,012,26,23,03,1157480,1905208,2016,01/10/2016 08:46:55 AM,41.895652442,-87.697059472,"(41.895652442, -87.697059472)"
10366560,HZ102600,01/03/2016 01:05:00 PM,031XX W FILLMORE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1134,011,24,29,14,1155375,1895200,2016,01/10/2016 08:46:55 AM,41.868232071,-87.705059779,"(41.868232071, -87.705059779)"
10366618,HZ102738,01/03/2016 01:00:00 PM,041XX S ASHLAND AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0924,009,12,61,06,1166366,1877352,2016,01/10/2016 08:46:55 AM,41.819027613,-87.665219378,"(41.819027613, -87.665219378)"
10366528,HZ102597,01/03/2016 01:00:00 PM,013XX S TRIPP AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1011,010,24,29,06,1148268,1893344,2016,01/10/2016 08:46:55 AM,41.863278754,-87.731199007,"(41.863278754, -87.731199007)"
10366531,HZ102605,01/03/2016 01:00:00 PM,0000X E LAKE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0111,001,42,32,06,1176916,1901744,2016,01/10/2016 08:46:55 AM,41.885729338,-87.625780935,"(41.885729338, -87.625780935)"
10366545,HZ102607,01/03/2016 01:00:00 PM,013XX W BELMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,1924,019,44,6,05,1166706,1921360,2016,01/10/2016 08:46:55 AM,41.939781743,-87.662710668,"(41.939781743, -87.662710668)"
10366547,HZ102615,01/03/2016 01:00:00 PM,116XX S RACINE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0524,005,34,53,06,1170416,1827697,2016,01/10/2016 08:46:55 AM,41.682680321,-87.651805332,"(41.682680321, -87.651805332)"
10366630,HZ102809,01/03/2016 01:00:00 PM,037XX W MONTROSE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1723,017,39,16,14,1150468,1928978,2016,01/10/2016 08:46:55 AM,41.961019184,-87.722190851,"(41.961019184, -87.722190851)"
10366631,HZ102812,01/03/2016 01:00:00 PM,016XX W THORNDALE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2012,020,40,77,06,1164458,1939064,2016,01/10/2016 08:46:55 AM,41.988410217,-87.670469347,"(41.988410217, -87.670469347)"
10367970,HZ103301,01/03/2016 01:00:00 PM,004XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1834,018,42,8,06,1177357,1903447,2016,01/10/2016 08:46:55 AM,41.890392468,-87.624109826,"(41.890392468, -87.624109826)"
10369014,HZ104891,01/03/2016 01:00:00 PM,064XX S GREEN ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0723,007,16,68,06,,,2016,01/10/2016 08:46:55 AM,,,
10367787,HZ103879,01/03/2016 12:49:00 PM,035XX S COTTAGE GROVE AVE,0810,THEFT,OVER $500,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0212,002,4,36,06,1181386,1881466,2016,01/10/2016 08:46:55 AM,41.829983038,-87.609993757,"(41.829983038, -87.609993757)"
10366861,HZ102824,01/03/2016 12:45:00 PM,005XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,false,true,0123,001,2,32,08B,1177364,1897937,2016,01/10/2016 08:46:55 AM,41.875272573,-87.624251314,"(41.875272573, -87.624251314)"
10367209,HZ102584,01/03/2016 12:45:00 PM,013XX S KEDVALE AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,1011,010,24,29,03,,,2016,01/10/2016 08:46:55 AM,,,
10366558,HZ102578,01/03/2016 12:44:00 PM,038XX W FERDINAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1122,011,27,23,08B,1150517,1903059,2016,01/10/2016 08:46:55 AM,41.889894214,-87.722689315,"(41.889894214, -87.722689315)"
10368524,HZ103457,01/03/2016 12:30:00 PM,0000X E 74TH ST,0810,THEFT,OVER $500,STREET,false,false,0323,003,6,69,06,,,2016,01/10/2016 08:46:55 AM,,,
10366572,HZ102589,01/03/2016 12:30:00 PM,012XX S SPRINGFIELD AVE,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,SIDEWALK,false,false,1011,010,24,29,03,1150577,1894063,2016,01/10/2016 08:46:55 AM,41.865207022,-87.722704015,"(41.865207022, -87.722704015)"
10366940,HZ103155,01/03/2016 12:30:00 PM,030XX W 61ST ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,0823,008,16,66,26,1157307,1864036,2016,01/10/2016 08:46:55 AM,41.782675195,-87.698811963,"(41.782675195, -87.698811963)"
10366487,HZ102554,01/03/2016 12:26:00 PM,012XX S AVERS AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,1011,010,24,29,08B,1150907,1894132,2016,01/10/2016 08:46:55 AM,41.865389918,-87.721490761,"(41.865389918, -87.721490761)"
10366493,HZ102556,01/03/2016 12:20:00 PM,002XX W 113TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0522,005,34,49,14,1176520,1830005,2016,01/10/2016 08:46:55 AM,41.688879146,-87.629391994,"(41.688879146, -87.629391994)"
10370008,HZ102560,01/03/2016 12:20:00 PM,005XX W OHARE ST,0460,BATTERY,SIMPLE,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,false,false,1654,016,41,76,08B,,,2016,01/10/2016 08:46:55 AM,,,
10371631,HZ107339,01/03/2016 12:15:00 PM,023XX W SUNNYSIDE AVE,0890,THEFT,FROM BUILDING,PARK PROPERTY,false,false,1911,019,47,4,06,,,2016,01/10/2016 08:46:55 AM,,,
10366497,HZ102563,01/03/2016 12:15:00 PM,034XX W CHICAGO AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,1121,011,27,23,18,1153098,1905117,2016,01/10/2016 08:46:55 AM,41.895490776,-87.713156054,"(41.895490776, -87.713156054)"
10366546,HZ102624,01/03/2016 12:15:00 PM,009XX W MONTROSE AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,false,false,1915,019,46,3,06,1169276,1929405,2016,01/10/2016 08:46:55 AM,41.961801972,-87.653030492,"(41.961801972, -87.653030492)"
10366517,HZ102547,01/03/2016 12:10:00 PM,014XX W ARTHUR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2432,024,40,1,08B,1165302,1943275,2016,01/10/2016 08:46:55 AM,41.999947341,-87.667244566,"(41.999947341, -87.667244566)"
10368159,HZ104325,01/03/2016 12:00:00 PM,076XX W FOSTER AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT/GARAGE(NON.RESID.),false,false,1613,016,41,10,26,,,2016,01/10/2016 08:46:55 AM,,,
10366503,HZ102555,01/03/2016 12:00:00 PM,009XX N CALIFORNIA AVE,0560,ASSAULT,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,false,false,1211,012,26,24,08A,1157551,1906212,2016,01/10/2016 08:46:55 AM,41.898406061,-87.696771345,"(41.898406061, -87.696771345)"
10366573,HZ102650,01/03/2016 12:00:00 PM,0000X W RANDOLPH ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,true,0111,001,42,32,06,1176046,1901283,2016,01/10/2016 08:46:55 AM,41.884483968,-87.628989611,"(41.884483968, -87.628989611)"
10369949,HZ103582,01/03/2016 12:00:00 PM,069XX S WOLCOTT AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0735,007,17,67,05,,,2016,01/10/2016 08:46:55 AM,,,
10366641,HZ102820,01/03/2016 12:00:00 PM,075XX N MAPLEWOOD AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,2411,024,50,2,06,1158169,1950147,2016,01/10/2016 08:46:55 AM,42.018953596,-87.693296191,"(42.018953596, -87.693296191)"
10367973,HZ103763,01/03/2016 12:00:00 PM,018XX N SEDGWICK ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1813,018,43,7,06,1173301,1912621,2016,01/10/2016 08:46:55 AM,41.915657437,-87.63873242,"(41.915657437, -87.63873242)"
10368746,HZ104808,01/03/2016 12:00:00 PM,013XX W TOUHY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2423,024,49,1,14,,,2016,01/10/2016 08:46:55 AM,,,
10366524,HZ102579,01/03/2016 11:55:00 AM,014XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1233,012,2,28,06,1165959,1893057,2016,01/10/2016 08:46:55 AM,41.862132355,-87.666264958,"(41.862132355, -87.666264958)"
10366539,HZ102539,01/03/2016 11:50:00 AM,128XX S PARNELL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0523,005,9,53,26,1174977,1819825,2016,01/10/2016 08:46:55 AM,41.660978059,-87.63534273,"(41.660978059, -87.63534273)"
10366479,HZ102531,01/03/2016 11:43:00 AM,072XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,0324,003,5,43,08A,1188063,1857349,2016,01/10/2016 08:46:55 AM,41.763647371,-87.586265199,"(41.763647371, -87.586265199)"
10366520,HZ102534,01/03/2016 11:43:00 AM,013XX S LAWNDALE AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,1011,010,24,29,04B,1151922,1893510,2016,01/10/2016 08:46:55 AM,41.863663168,-87.717781003,"(41.863663168, -87.717781003)"
10366718,HZ102871,01/03/2016 11:30:00 AM,054XX N LONG AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1623,016,45,11,05,1139182,1935823,2016,01/10/2016 08:46:55 AM,41.980015837,-87.763517247,"(41.980015837, -87.763517247)"
10366482,HZ102505,01/03/2016 11:30:00 AM,026XX S GREEN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0913,009,11,60,18,1171113,1886843,2016,01/10/2016 08:46:55 AM,41.844969184,-87.647527682,"(41.844969184, -87.647527682)"
10366491,HZ102567,01/03/2016 11:30:00 AM,078XX S COLES AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0421,004,7,43,08A,1197659,1853523,2016,01/10/2016 08:46:55 AM,41.752914486,-87.551222034,"(41.752914486, -87.551222034)"
10366556,HZ102533,01/03/2016 11:30:00 AM,011XX N MAYFIELD AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1511,015,29,25,03,1136822,1906892,2016,01/10/2016 08:46:55 AM,41.900668881,-87.77289217,"(41.900668881, -87.77289217)"
10367500,HZ102530,01/03/2016 11:25:00 AM,091XX S BALTIMORE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0424,004,10,46,08B,,,2016,01/10/2016 08:46:55 AM,,,
10366464,HZ102527,01/03/2016 11:25:00 AM,011XX E 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,0511,005,8,50,14,1185647,1842220,2016,01/10/2016 08:46:55 AM,41.722189068,-87.595595619,"(41.722189068, -87.595595619)"
10366486,HZ102512,01/03/2016 11:20:00 AM,086XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,0614,006,18,71,26,1167180,1847402,2016,01/10/2016 08:46:55 AM,41.736823619,-87.663089637,"(41.736823619, -87.663089637)"
10366433,HZ102504,01/03/2016 11:15:00 AM,037XX S WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0912,009,11,59,14,1164301,1879970,2016,01/10/2016 08:46:55 AM,41.826255505,-87.672720743,"(41.826255505, -87.672720743)"
10371607,HZ107261,01/03/2016 11:15:00 AM,039XX W PETERSON AVE,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,OTHER,true,false,1711,017,39,13,18,,,2016,01/10/2016 08:46:55 AM,,,
10372621,HZ108586,01/03/2016 11:14:00 AM,001XX N STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,0111,001,42,32,06,,,2016,01/10/2016 08:46:55 AM,,,
10366451,HZ102501,01/03/2016 11:10:00 AM,004XX N DEARBORN ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,GOVERNMENT BUILDING/PROPERTY,false,false,1831,018,42,8,14,1175858,1903414,2016,01/10/2016 08:46:55 AM,41.890335781,-87.62961579,"(41.890335781, -87.62961579)"
10366444,HZ102506,01/03/2016 11:05:00 AM,001XX N DEARBORN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0111,001,42,32,14,1175908,1901610,2016,01/10/2016 08:46:55 AM,41.885384381,-87.629486511,"(41.885384381, -87.629486511)"
10366454,HZ102510,01/03/2016 11:01:00 AM,036XX E 106TH ST,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,true,false,0432,004,10,52,26,1201989,1835277,2016,01/10/2016 08:46:55 AM,41.702737032,-87.535974085,"(41.702737032, -87.535974085)"
10366489,HZ102520,01/03/2016 11:00:00 AM,083XX S PULASKI RD,0580,STALKING,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,true,0834,008,18,70,08A,1151189,1848804,2016,01/10/2016 08:46:55 AM,41.740997762,-87.721639747,"(41.740997762, -87.721639747)"
10366442,HZ102519,01/03/2016 11:00:00 AM,029XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1135,011,2,27,08B,1156862,1897226,2016,01/10/2016 08:46:55 AM,41.873761627,-87.699545765,"(41.873761627, -87.699545765)"
10366488,HZ102518,01/03/2016 11:00:00 AM,083XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0613,006,21,71,08B,1168780,1849504,2016,01/10/2016 08:46:55 AM,41.742557462,-87.657167225,"(41.742557462, -87.657167225)"
10366496,HZ102540,01/03/2016 11:00:00 AM,029XX S DEARBORN ST,0460,BATTERY,SIMPLE,CHA APARTMENT,false,false,0133,001,3,35,08B,1176459,1885004,2016,01/10/2016 08:46:55 AM,41.839804007,-87.627964177,"(41.839804007, -87.627964177)"
10366519,HZ102570,01/03/2016 11:00:00 AM,020XX W ARTHUR AVE,0460,BATTERY,SIMPLE,OTHER,false,false,2412,024,50,2,08B,1161344,1943147,2016,01/10/2016 08:46:55 AM,41.999679671,-87.681808677,"(41.999679671, -87.681808677)"
10366538,HZ102571,01/03/2016 11:00:00 AM,003XX E 48TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0224,002,3,38,26,1179084,1873264,2016,01/10/2016 08:46:55 AM,41.807528961,-87.618689997,"(41.807528961, -87.618689997)"
10366608,HZ102772,01/03/2016 11:00:00 AM,039XX W AINSLIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1712,017,39,14,14,1149420,1932276,2016,01/10/2016 08:46:55 AM,41.970089573,-87.725957925,"(41.970089573, -87.725957925)"
10366817,HZ103008,01/03/2016 11:00:00 AM,048XX S ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,0931,009,20,61,07,1166489,1872650,2016,01/10/2016 08:46:55 AM,41.806122177,-87.664902332,"(41.806122177, -87.664902332)"
10368800,HZ104872,01/03/2016 11:00:00 AM,006XX N MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,SMALL RETAIL STORE,false,false,1834,018,42,8,11,,,2016,01/10/2016 08:46:55 AM,,,
10366458,HZ102509,01/03/2016 10:54:00 AM,034XX W HURON ST,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,1121,011,27,23,26,1153166,1904451,2016,01/10/2016 08:46:55 AM,41.893661858,-87.712923992,"(41.893661858, -87.712923992)"
10366432,HZ102479,01/03/2016 10:45:00 AM,015XX N WIELAND ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE-GARAGE,false,false,1821,018,27,8,26,1174151,1910607,2016,01/10/2016 08:46:55 AM,41.910111995,-87.635669807,"(41.910111995, -87.635669807)"
10366523,HZ102599,01/03/2016 10:45:00 AM,005XX N STATE ST,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,false,false,1831,018,42,8,06,1176272,1904025,2016,01/10/2016 08:46:55 AM,41.89200307,-87.628076963,"(41.89200307, -87.628076963)"
10366430,HZ102491,01/03/2016 10:40:00 AM,041XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0924,009,12,61,06,1166366,1877352,2016,01/10/2016 08:46:55 AM,41.819027613,-87.665219378,"(41.819027613, -87.665219378)"
10366447,HZ102489,01/03/2016 10:40:00 AM,009XX N DRAKE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1121,011,27,23,05,1152543,1905977,2016,01/10/2016 08:46:55 AM,41.897861691,-87.715171692,"(41.897861691, -87.715171692)"
10366757,HZ102464,01/03/2016 10:35:00 AM,083XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,true,0632,006,8,44,14,1183014,1849772,2016,01/10/2016 08:46:55 AM,41.742974134,-87.605005736,"(41.742974134, -87.605005736)"
10366449,HZ102514,01/03/2016 10:30:00 AM,022XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,1034,010,25,31,08B,1164717,1889375,2016,01/10/2016 08:46:55 AM,41.852054995,-87.670928419,"(41.852054995, -87.670928419)"
10366414,HZ102468,01/03/2016 10:30:00 AM,001XX N DEARBORN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0111,001,42,32,14,1175908,1901610,2016,01/10/2016 08:46:55 AM,41.885384381,-87.629486511,"(41.885384381, -87.629486511)"
10366475,HZ102469,01/03/2016 10:30:00 AM,030XX W WASHINGTON BLVD,1330,CRIMINAL TRESPASS,TO LAND,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1222,012,2,27,26,1156062,1900527,2016,01/10/2016 08:46:55 AM,41.882836073,-87.702393894,"(41.882836073, -87.702393894)"
10366476,HZ102484,01/03/2016 10:30:00 AM,030XX W WASHINGTON BLVD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,true,1222,012,2,27,26,1156062,1900527,2016,01/10/2016 08:46:55 AM,41.882836073,-87.702393894,"(41.882836073, -87.702393894)"
10373653,HZ109820,01/03/2016 10:30:00 AM,015XX W WARREN BLVD,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,false,true,1224,012,27,28,04B,,,2016,01/10/2016 08:46:55 AM,,,
10366688,HZ102466,01/03/2016 10:25:00 AM,027XX N MARMORA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2514,025,30,19,08B,,,2016,01/10/2016 08:46:55 AM,,,
10366478,HZ102463,01/03/2016 10:22:00 AM,056XX N RIDGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,true,false,2013,020,48,77,08B,1167105,1937500,2016,01/10/2016 08:46:55 AM,41.98406193,-87.660778632,"(41.98406193, -87.660778632)"
10366885,HZ103063,01/03/2016 10:20:00 AM,033XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0913,009,11,60,14,1169195,1882702,2016,01/10/2016 08:46:55 AM,41.83364771,-87.654686527,"(41.83364771, -87.654686527)"
10366413,HZ102458,01/03/2016 10:20:00 AM,032XX S LEAVITT ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0912,009,12,59,05,1162201,1883207,2016,01/10/2016 08:46:55 AM,41.835182245,-87.680334949,"(41.835182245, -87.680334949)"
10366470,HZ102481,01/03/2016 10:20:00 AM,002XX N STATE ST,0460,BATTERY,SIMPLE,STREET,false,false,0111,001,42,32,08B,1176327,1901797,2016,01/10/2016 08:46:55 AM,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
10366815,HZ102975,01/03/2016 10:15:00 AM,034XX W 66TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0831,008,15,66,05,1154646,1860644,2016,01/10/2016 08:46:55 AM,41.773420504,-87.708658415,"(41.773420504, -87.708658415)"
10366477,HZ102472,01/03/2016 10:00:00 AM,022XX W CULLERTON ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,false,1234,012,25,31,04A,1161750,1890369,2016,01/10/2016 08:46:55 AM,41.85484492,-87.681790438,"(41.85484492, -87.681790438)"
10368779,HZ104124,01/03/2016 10:00:00 AM,009XX W FULLERTON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CTA STATION,false,false,1812,018,43,7,11,,,2016,01/10/2016 08:46:55 AM,,,
10366467,HZ102460,01/03/2016 10:00:00 AM,022XX N MENARD AVE,0560,ASSAULT,SIMPLE,APARTMENT,true,false,2515,025,37,19,08A,1137359,1914244,2016,01/10/2016 08:46:55 AM,41.920833997,-87.770742579,"(41.920833997, -87.770742579)"
10368777,HZ104120,01/03/2016 10:00:00 AM,009XX W FULLERTON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,false,false,1812,018,43,7,11,,,2016,01/10/2016 08:46:55 AM,,,
10366452,HZ102452,01/03/2016 09:57:00 AM,060XX N MONTICELLO AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,true,true,1711,017,50,13,04B,1150954,1939789,2016,01/10/2016 08:46:55 AM,41.990675718,-87.720119523,"(41.990675718, -87.720119523)"
10366391,HZ102417,01/03/2016 09:30:00 AM,024XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1222,012,2,28,14,1160142,1899943,2016,01/10/2016 08:46:55 AM,41.881150235,-87.687428095,"(41.881150235, -87.687428095)"
10366480,HZ102429,01/03/2016 09:30:00 AM,074XX S BENNETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0333,003,8,43,08B,1189998,1855923,2016,01/10/2016 08:46:55 AM,41.759687972,-87.579218945,"(41.759687972, -87.579218945)"
10366398,HZ102424,01/03/2016 09:30:00 AM,019XX S TRUMBULL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1024,010,24,29,08B,1153730,1890238,2016,01/10/2016 08:46:55 AM,41.854648663,-87.711230935,"(41.854648663, -87.711230935)"
10368120,HZ104236,01/03/2016 09:17:00 AM,033XX W 66TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,0831,008,15,66,07,,,2016,01/10/2016 08:46:55 AM,,,
10371210,HZ107026,01/03/2016 09:00:00 AM,079XX S WABASH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0623,006,6,44,26,,,2016,01/10/2016 08:46:55 AM,,,
